iter	Passed	Remaining
364	3769	6557
365	3781	6550
366	3792	6541
367	3802	6530
368	3810	6515
369	3822	6507
370	3829	6492
371	3840	6483
372	3850	6472
373	3857	6456
374	3866	6444
375	3873	6428
376	3885	6420
377	3897	6413
378	3909	6406
379	3917	6391
380	3929	6384
381	3937	6369
382	3949	6362
383	3957	6348
384	3969	6340
385	3980	6330
386	3991	6322
387	4003	6314
388	4015	6307
389	4027	6298
390	4038	6289
391	4050	6282
392	4059	6270
393	4071	6262
394	4081	6251
395	4092	6242
396	4101	6229
397	4113	6221
398	4125	6213
399	4137	6205
400	4146	6193
401	4158	6185
402	4170	6177
403	4182	6170
404	4191	6157
405	4201	6146
406	4212	6137
407	4220	6123
408	4228	6109
409	4239	6101
410	4247	6086
411	4259	6079
412	4271	6071
413	4277	6055
414	4286	6042
415	4297	6032
416	4307	6022
417	4318	6012
418	4324	5997
419	4331	5981
420	4342	5971
421	4353	5963
422	4365	5954
423	4377	5946
424	4389	5938
425	4398	5926
426	4410	5918
427	4418	5904
428	4428	5894
429	4435	5879
430	4447	5871
431	4452	5854
432	4464	5846
433	4473	5834
434	4481	5820
435	4493	5812
436	4505	5804
437	4515	5794
438	4526	5784
439	4534	5770
440	4546	5762
441	4558	5754
442	4569	5745
443	4578	5732
444	4590	5725
445	4601	5715
446	4610	5704
447	4622	5696
448	4633	5685
449	4644	5677
450	4656	5668
451	4665	5656
452	4676	5646
453	4687	5637
454	4700	5630
455	4708	5617
456	4719	5607
457	4726	5593
458	4733	5578
459	4742	5567
460	4753	5557
461	4761	5544
462	4772	5535
463	4784	5527
464	4796	5518
465	4808	5510
466	4820	5501
467	4832	5493
468	4844	5484
469	4855	5475
470	4867	5467
471	4877	5455
472	4888	5446
473	4901	5438
474	4912	5429
475	4922	5418
476	4929	5404
477	4941	5395
478	4949	5383
479	4958	5371
480	4970	5363
481	4978	5350
482	4989	5341
483	5002	5332
484	5013	5324
485	5023	5313
486	5033	5302
487	5045	5293
488	5057	5284
489	5070	5277
490	5083	5269
491	5096	5261
492	5108	5253
493	5121	5245
494	5134	5238
495	5147	5230
496	5159	5221
497	5169	5210
498	5176	5197
499	5188	5188
500	5201	5180
501	5208	5167
502	5216	5154
503	5225	5142
504	5232	5128
505	5241	5117
506	5250	5105
507	5261	5096
508	5269	5083
509	5279	5072
510	5287	5060
511	5299	5051
512	5310	5041
513	5322	5032
514	5334	5024
515	5342	5011
516	5354	5002
517	5366	4993
518	5373	4980
519	5385	4971
520	5396	4961
521	5402	4947
522	5410	4934
523	5419	4922
524	5429	4912
525	5441	4903
526	5448	4890
527	5456	4877
528	5468	4868
529	5476	4856
530	5488	4847
531	5498	4837
532	5505	4823
533	5516	4813
534	5522	4800
535	5532	4789
536	5544	4780
537	5556	4771
538	5566	4760
539	5579	4752
540	5585	4738
541	5597	4729
542	5609	4720
543	5621	4711
544	5633	4703
545	5639	4689
546	5649	4678
547	5656	4665
548	5667	4655
549	5679	4646
550	5691	4638
551	5703	4628
552	5711	4616
553	5720	4605
554	5732	4596
555	5743	4586
556	5751	4574
557	5763	4565
558	5775	4556
559	5784	4545
560	5794	4534
561	5805	4524
562	5817	4515
563	5828	4506
564	5840	4496
565	5853	4488
566	5861	4476
567	5872	4466
568	5884	4457
569	5891	4444
570	5903	4435
571	5910	4422
572	5922	4413
573	5934	4404
574	5940	4391
575	5953	4382
576	5963	4371
577	5974	4362
578	5986	4353
579	5999	4344
580	6008	4332
581	6016	4320
582	6023	4308
583	6031	4296
584	6043	4287
585	6055	4278
586	6068	4269
587	6074	4256
588	6084	4245
589	6094	4235
590	6107	4226
591	6121	4219
592	6135	4211
593	6150	4203
594	6164	4195
595	6176	4186
596	6188	4177
597	6197	4166
598	6209	4156
599	6221	4147
600	6233	4138
601	6245	4128
602	6257	4119
603	6266	4108
604	6278	4099
605	6285	4086
606	6297	4077
607	6308	4067
608	6321	4058
609	6333	4049
610	6341	4037
611	6353	4027
612	6364	4018
613	6376	4008
614	6385	3997
615	6397	3987
616	6409	3978
617	6420	3968
618	6429	3957
619	6441	3947
620	6453	3938
621	6463	3928
622	6475	3918
623	6481	3905
624	6494	3896
625	6506	3887
626	6514	3875
627	6522	3863
628	6532	3852
629	6538	3840
630	6550	3830
631	6560	3819
632	6572	3810
633	6583	3800
634	6594	3790
635	6606	3781
636	6617	3771
637	6628	3760
638	6635	3748
639	6647	3739
640	6659	3729
641	6669	3719
642	6679	3708
643	6691	3698
644	6700	3688
645	6713	3678
646	6722	3667
647	6734	3658
648	6746	3648
649	6758	3639
650	6769	3629
651	6781	3619
652	6793	3610
653	6805	3600
654	6817	3590
655	6826	3579
656	6837	3569
657	6845	3557
658	6857	3548
659	6869	3538
660	6880	3528
661	6891	3518
662	6899	3507
663	6910	3496
664	6922	3487
665	6932	3476
666	6938	3464
667	6946	3452
668	6957	3442
669	6969	3432
670	6977	3421
671	6989	3411
672	7002	3402
673	7013	3392
674	7020	3380
675	7030	3369
676	7038	3357
677	7050	3348
678	7057	3336
679	7066	3325
680	7077	3315
681	7088	3305
682	7099	3294
683	7108	3283
684	7117	3273
685	7123	3260
686	7133	3250
687	7145	3240
688	7157	3230
689	7167	3220
690	7179	3210
691	7190	3200
692	7203	3191
693	7215	3181
694	7227	3171
695	7240	3162
696	7253	3153
697	7266	3144
698	7278	3134
699	7290	3124
700	7301	3114
701	7310	3103
702	7322	3093
703	7334	3083
704	7346	3074
705	7356	3063
706	7368	3053
707	7376	3042
708	7387	3031
709	7396	3021
710	7403	3009
711	7414	2999
712	7425	2988
713	7431	2976
714	7438	2964
715	7449	2954
716	7461	2945
717	7474	2935
718	7481	2924
719	7493	2913
720	7505	2904
721	7511	2892
722	7523	2882
723	7530	2870
724	7541	2860
725	7553	2850
726	7560	2838
727	7570	2828
728	7577	2816
729	7588	2806
730	7600	2796
731	7612	2787
732	7624	2777
733	7635	2767
734	7645	2756
735	7651	2744
736	7658	2732
737	7669	2722
738	7682	2713
739	7694	2703
740	7701	2691
741	7713	2681
742	7722	2671
743	7731	2660
744	7743	2650
745	7755	2640
746	7767	2630
747	7779	2620
748	7789	2610
749	7798	2599
750	7809	2589
751	7821	2579
752	7828	2567
753	7839	2557
754	7852	2548
755	7863	2537
756	7875	2528
757	7887	2518
758	7893	2506
759	7904	2496
760	7917	2486
761	7929	2476
762	7934	2464
763	7942	2453
764	7954	2443
765	7960	2431
766	7972	2421
767	7979	2410
768	7990	2400
769	7999	2389
770	8012	2379
771	8022	2369
772	8034	2359
773	8046	2349
774	8058	2339
775	8069	2329
776	8081	2319
777	8092	2309
778	8104	2299
779	8117	2289
780	8131	2280
781	8143	2270
782	8154	2259
783	8163	2249
784	8175	2239
785	8187	2229
786	8199	2219
787	8211	2209
788	8224	2199
789	8237	2189
790	8243	2178
791	8256	2168
792	8264	2157
793	8276	2147
794	8289	2137
795	8301	2127
796	8313	2117
797	8325	2107
798	8337	2097
799	8347	2086
800	8355	2075
801	8367	2065
802	8379	2055
803	8392	2045
804	8404	2035
805	8414	2025
806	8427	2015
807	8434	2004
808	8446	1994
809	8458	1984
810	8467	1973
811	8479	1963
812	8492	1953
813	8500	1942
814	8512	1932
815	8523	1921
816	8533	1911
817	8546	1901
818	8554	1890
819	8565	1880
820	8578	1870
821	8584	1858
822	8597	1848
823	8608	1838
824	8619	1828
825	8630	1817
826	8640	1807
827	8652	1797
828	8665	1787
829	8677	1777
830	8683	1765
831	8695	1755
832	8706	1745
833	8717	1735
834	8726	1724
835	8738	1714
836	8750	1704
837	8758	1693
838	8770	1683
839	8782	1672
840	8788	1661
841	8800	1651
842	8813	1641
843	8825	1631
844	8839	1621
845	8851	1611
846	8864	1601
847	8877	1591
848	8890	1581
849	8904	1571
850	8917	1561
851	8930	1551
852	8942	1541
853	8954	1530
854	8966	1520
855	8979	1510
856	8991	1500
857	9004	1490
858	9018	1480
859	9030	1470
860	9042	1459
861	9054	1449
862	9062	1438
863	9070	1427
864	9077	1416
865	9086	1406
866	9095	1395
867	9107	1385
868	9115	1374
869	9127	1363
870	9139	1353
871	9152	1343
872	9163	1333
873	9175	1322
874	9188	1312
875	9200	1302
876	9212	1292
877	9224	1281
878	9237	1271
879	9249	1261
880	9260	1250
881	9273	1240
882	9285	1230
883	9297	1220
884	9310	1209
885	9322	1199
886	9336	1189
887	9348	1179
888	9359	1168
889	9373	1158
890	9385	1148
891	9397	1137
892	9408	1127
893	9421	1117
894	9433	1106
895	9444	1096
896	9452	1085
897	9464	1075
898	9477	1064
899	9490	1054
900	9504	1044
901	9516	1033
902	9529	1023
903	9541	1013
904	9547	1002
905	9555	991
906	9568	981
907	9580	970
908	9592	960
909	9602	949
910	9614	939
911	9626	928
912	9636	918
913	9648	907
914	9656	897
915	9668	886
916	9678	876
917	9691	865
918	9702	855
919	9713	844
920	9724	834
921	9731	823
922	9744	812
923	9756	802
924	9768	792
925	9781	781
926	9793	771
927	9804	760
928	9816	750
929	9828	739
930	9841	729
931	9852	718
932	9864	708
933	9872	697
934	9884	687
935	9892	676
936	9904	665
937	9916	655
938	9923	644
939	9935	634
940	9941	623
941	9951	612
942	9963	602
943	9973	591
944	9987	581
945	9999	570
946	10013	560
947	10022	549
948	10034	539
949	10041	528
950	10052	517
951	10061	507
952	10073	496
953	10081	486
954	10089	475
955	10101	464
956	10112	454
957	10119	443
958	10129	433
959	10139	422
960	10145	411
961	10156	401
962	10168	390
963	10175	379
964	10183	369
965	10194	358
966	10204	348
967	10216	337
968	10228	327
969	10238	316
970	10245	305
971	10257	295
972	10268	284
973	10279	274
974	10287	263
975	10293	253
976	10305	242
977	10314	232
978	10325	221
979	10335	210
980	10341	200
981	10349	189
982	10361	179
983	10369	168
984	10379	158
985	10391	147
986	10402	137
987	10412	126
988	10424	115
989	10436	105
990	10445	94
991	10460	84
992	10472	73
993	10486	63
994	10498	52
995	10509	42
996	10519	31
997	10526	21
998	10537	10
999	10543	0
