iter	Passed	Remaining
0	7	7763
1	20	10025
2	32	10647
3	40	10197
4	52	10358
5	59	9860
6	70	10061
7	82	10193
8	89	9881
9	101	10026
10	108	9780
11	115	9479
12	122	9306
13	134	9455
14	143	9439
15	153	9448
16	160	9260
17	171	9357
18	179	9242
19	185	9075
20	192	8985
21	203	9065
22	214	9102
23	222	9030
24	233	9113
25	245	9194
26	252	9110
27	260	9040
28	271	9096
29	283	9163
30	294	9215
31	305	9228
32	311	9124
33	322	9170
34	331	9149
35	343	9185
36	353	9193
37	364	9230
38	374	9227
39	381	9167
40	386	9050
41	388	8866
42	394	8787
43	404	8795
44	412	8753
45	418	8684
46	426	8638
47	432	8581
48	443	8614
49	455	8648
50	466	8686
51	478	8716
52	488	8726
53	495	8687
54	503	8656
55	513	8661
56	525	8687
57	536	8715
58	548	8742
59	558	8742
60	564	8688
61	570	8637
62	580	8638
63	591	8643
64	602	8669
65	614	8694
66	626	8720
67	635	8711
68	645	8714
69	658	8742
70	670	8768
71	681	8789
72	693	8804
73	703	8802
74	712	8781
75	723	8798
76	733	8790
77	744	8803
78	750	8754
79	762	8765
80	774	8782
81	785	8794
82	797	8806
83	809	8828
84	821	8847
85	833	8858
86	845	8871
87	852	8837
88	859	8793
89	869	8791
90	879	8785
91	885	8743
92	895	8729
93	907	8744
94	916	8729
95	927	8736
96	935	8704
97	945	8699
98	952	8667
99	962	8662
100	968	8617
101	975	8591
102	987	8596
103	998	8603
104	1010	8617
105	1022	8623
106	1033	8628
107	1045	8636
108	1057	8645
109	1069	8654
110	1081	8664
111	1092	8665
112	1103	8663
113	1113	8657
114	1125	8661
115	1133	8636
116	1144	8640
117	1156	8641
118	1167	8644
119	1179	8646
120	1186	8619
121	1198	8621
122	1204	8590
123	1216	8594
124	1223	8567
125	1234	8561
126	1240	8527
127	1250	8521
128	1262	8521
129	1269	8494
130	1277	8472
131	1288	8470
132	1299	8472
133	1311	8473
134	1322	8472
135	1333	8472
136	1339	8439
137	1347	8418
138	1353	8386
139	1365	8389
140	1373	8365
141	1384	8366
142	1394	8359
143	1406	8359
144	1415	8345
145	1425	8335
146	1436	8336
147	1448	8335
148	1459	8335
149	1466	8312
150	1477	8309
151	1486	8295
152	1498	8293
153	1507	8279
154	1514	8257
155	1524	8250
156	1536	8248
157	1547	8247
158	1553	8218
159	1561	8197
160	1573	8198
161	1585	8200
162	1596	8198
163	1606	8190
164	1613	8163
165	1623	8158
166	1632	8144
167	1640	8123
168	1649	8108
169	1656	8088
170	1662	8061
171	1674	8061
172	1681	8039
173	1693	8040
174	1705	8039
175	1715	8031
176	1724	8019
177	1736	8016
178	1744	7999
179	1751	7978
180	1761	7970
181	1772	7968
182	1780	7947
183	1791	7945
184	1802	7941
185	1813	7937
186	1821	7917
187	1829	7903
188	1841	7902
189	1853	7900
190	1862	7888
191	1869	7869
192	1881	7866
193	1890	7855
194	1902	7855
195	1911	7842
196	1923	7840
197	1933	7832
198	1939	7808
199	1946	7784
200	1957	7780
201	1968	7776
202	1978	7769
203	1984	7745
204	1996	7742
205	2006	7734
206	2017	7730
207	2026	7718
208	2038	7713
209	2048	7704
210	2059	7699
211	2070	7695
212	2081	7691
213	2089	7674
214	2097	7657
215	2108	7653
216	2119	7649
217	2126	7628
218	2133	7610
219	2145	7606
220	2154	7592
221	2165	7590
222	2175	7581
223	2183	7564
224	2195	7561
225	2205	7554
226	2213	7538
227	2221	7520
228	2232	7516
229	2244	7512
230	2255	7507
231	2266	7502
232	2278	7498
233	2284	7477
234	2291	7460
235	2302	7452
236	2309	7435
237	2317	7418
238	2327	7409
239	2333	7389
240	2343	7380
241	2355	7376
242	2362	7359
243	2373	7354
244	2384	7348
245	2393	7337
246	2401	7321
247	2407	7301
248	2419	7298
249	2431	7293
250	2442	7289
251	2450	7272
252	2459	7260
253	2470	7256
254	2481	7250
255	2492	7244
256	2504	7239
257	2511	7222
258	2520	7210
259	2531	7205
260	2538	7186
261	2544	7167
262	2556	7163
263	2563	7146
264	2574	7141
265	2580	7121
