iter	Passed	Remaining
0	9	9904
1	21	10640
2	28	9587
3	38	9699
4	50	10053
5	61	10211
6	73	10451
7	84	10495
8	95	10569
9	106	10531
10	113	10241
11	125	10307
12	134	10177
13	143	10135
14	153	10057
15	163	10048
16	175	10131
17	185	10124
18	196	10152
19	207	10185
20	219	10238
21	228	10151
22	240	10201
23	250	10177
24	261	10216
25	273	10257
26	285	10282
27	291	10123
28	303	10155
29	309	10011
30	321	10038
31	331	10019
32	340	9980
33	352	10018
34	362	9992
35	371	9953
36	380	9900
37	392	9926
38	403	9940
39	414	9955
40	422	9876
41	429	9804
42	441	9833
43	453	9850
44	464	9857
45	471	9771
46	482	9783
47	492	9761
48	503	9772
49	512	9734
50	513	9562
51	525	9584
52	532	9506
53	543	9526
54	549	9448
55	561	9461
56	573	9481
57	580	9429
58	592	9442
59	599	9393
60	609	9389
61	618	9362
62	630	9375
63	636	9309
64	644	9266
65	655	9274
66	666	9286
67	675	9264
68	687	9272
69	698	9285
70	706	9239
71	715	9220
72	722	9175
73	731	9154
74	740	9135
75	748	9094
76	755	9054
77	766	9065
78	778	9078
79	786	9039
80	793	9006
81	805	9012
82	817	9028
83	824	8987
84	835	8997
85	843	8963
86	850	8928
87	854	8851
88	865	8859
89	871	8815
90	879	8782
91	888	8765
92	898	8761
93	909	8767
94	917	8736
95	927	8734
96	939	8741
97	946	8714
98	958	8719
99	968	8713
100	978	8707
101	990	8716
102	997	8687
103	1009	8693
104	1020	8698
105	1027	8668
106	1039	8677
107	1047	8653
108	1059	8659
109	1069	8655
110	1080	8654
111	1088	8628
112	1095	8600
113	1106	8596
114	1115	8581
115	1126	8584
116	1133	8551
117	1141	8532
118	1147	8497
119	1159	8504
120	1167	8478
121	1178	8481
122	1186	8457
123	1197	8457
124	1206	8442
125	1217	8446
126	1229	8448
127	1239	8443
128	1248	8427
129	1260	8433
130	1272	8443
131	1285	8450
132	1297	8457
133	1307	8449
134	1319	8455
135	1327	8431
136	1339	8437
137	1349	8429
138	1361	8434
139	1369	8414
140	1377	8391
141	1389	8394
142	1400	8394
143	1412	8394
144	1419	8372
145	1430	8364
146	1436	8336
147	1442	8306
148	1449	8276
149	1460	8278
150	1467	8248
151	1473	8221
152	1484	8220
153	1497	8224
154	1504	8202
155	1515	8198
156	1527	8200
157	1533	8173
158	1541	8153
159	1547	8125
160	1555	8107
161	1567	8106
162	1574	8086
163	1584	8077
164	1596	8077
165	1603	8057
166	1612	8044
167	1624	8044
168	1635	8044
169	1643	8024
170	1654	8021
171	1663	8009
172	1670	7987
173	1682	7987
174	1691	7975
175	1701	7966
176	1708	7941
177	1715	7923
178	1723	7903
179	1732	7892
180	1744	7893
181	1751	7872
182	1764	7875
183	1771	7857
184	1778	7834
185	1789	7832
186	1801	7832
187	1808	7809
188	1819	7807
189	1826	7784
190	1837	7781
191	1844	7762
192	1856	7761
193	1864	7744
194	1875	7742
195	1887	7742
196	1896	7728
197	1904	7715
198	1915	7709
199	1925	7701
200	1935	7694
201	1946	7688
202	1957	7686
203	1969	7684
204	1977	7666
205	1988	7665
206	2000	7665
207	2010	7656
208	2018	7639
209	2028	7631
210	2040	7629
211	2050	7623
212	2057	7600
213	2063	7580
214	2073	7571
215	2081	7554
216	2088	7536
217	2100	7534
218	2110	7527
219	2122	7526
220	2134	7524
221	2146	7520
222	2157	7517
223	2164	7499
224	2173	7486
225	2180	7469
226	2188	7451
227	2198	7444
228	2205	7423
229	2211	7403
230	2219	7387
231	2230	7383
232	2241	7379
233	2253	7377
234	2261	7360
235	2266	7336
236	2277	7333
237	2288	7327
238	2300	7323
239	2307	7306
240	2313	7286
241	2320	7267
242	2331	7263
243	2339	7249
244	2345	7229
245	2353	7213
246	2364	7207
247	2373	7197
248	2381	7181
249	2388	7166
250	2400	7162
251	2411	7158
252	2423	7154
253	2429	7135
254	2435	7115
255	2446	7111
256	2453	7093
257	2462	7080
258	2473	7077
259	2484	7072
260	2493	7060
261	2504	7055
262	2514	7047
263	2523	7036
264	2535	7031
265	2545	7023
266	2554	7012
267	2563	7001
268	2574	6996
269	2581	6978
270	2586	6956
271	2597	6952
272	2606	6940
273	2617	6935
274	2629	6931
275	2640	6927
276	2652	6923
277	2664	6920
278	2675	6912
279	2686	6908
280	2698	6904
281	2709	6899
282	2721	6895
283	2730	6884
284	2740	6876
285	2752	6871
286	2764	6867
287	2770	6849
288	2782	6845
289	2791	6834
290	2801	6826
291	2809	6811
292	2818	6800
293	2829	6795
294	2840	6788
295	2852	6783
296	2864	6779
297	2875	6773
298	2886	6768
299	2897	6760
300	2903	6742
301	2915	6737
302	2922	6723
303	2934	6718
304	2946	6713
305	2957	6708
306	2969	6703
307	2977	6689
308	2984	6675
309	2996	6668
310	3003	6654
311	3013	6645
312	3025	6639
313	3030	6619
314	3038	6607
315	3047	6596
316	3058	6590
317	3070	6585
318	3076	6568
319	3088	6563
320	3100	6557
321	3110	6548
322	3116	6531
323	3127	6525
324	3139	6519
325	3150	6514
326	3159	6502
327	3165	6486
328	3174	6475
329	3186	6469
330	3197	6463
331	3206	6452
332	3217	6444
333	3223	6427
334	3230	6413
335	3242	6408
336	3253	6400
337	3264	6393
338	3276	6388
339	3283	6373
340	3294	6366
341	3301	6352
342	3312	6345
343	3324	6339
344	3335	6332
345	3345	6323
346	3352	6308
347	3359	6294
348	3368	6284
349	3380	6277
350	3391	6271
351	3403	6265
352	3415	6259
353	3426	6253
354	3438	6248
355	3451	6243
356	3463	6238
357	3475	6232
358	3481	6216
359	3494	6211
360	3506	6206
361	3517	6200
362	3530	6194
363	3540	6186
364	3552	6179
365	3564	6174
366	3573	6163
367	3583	6153
368	3594	6147
369	3606	6141
370	3618	6134
371	3630	6128
372	3636	6112
373	3648	6106
374	3660	6100
375	3666	6085
376	3678	6078
377	3689	6070
378	3697	6058
379	3709	6052
380	3719	6042
381	3731	6036
382	3738	6023
383	3751	6017
384	3762	6009
385	3771	5998
386	3783	5993
387	3795	5987
388	3808	5981
389	3820	5975
390	3828	5962
391	3840	5956
392	3852	5950
393	3864	5943
394	3876	5937
395	3887	5929
396	3899	5923
397	3910	5914
398	3922	5908
399	3934	5901
400	3946	5895
401	3957	5887
402	3970	5881
403	3981	5874
404	3989	5861
405	3999	5851
