iter	Passed	Remaining
204	2156	8362
205	2166	8351
206	2176	8336
207	2187	8329
208	2199	8323
209	2208	8309
210	2219	8297
211	2230	8290
212	2242	8285
213	2253	8278
214	2265	8271
215	2275	8260
216	2282	8236
217	2294	8230
218	2306	8224
219	2314	8204
220	2326	8199
221	2338	8193
222	2345	8173
223	2357	8167
224	2369	8162
225	2381	8156
226	2393	8151
227	2405	8145
228	2412	8121
229	2424	8115
230	2431	8095
231	2441	8080
232	2452	8074
233	2459	8050
234	2470	8043
235	2478	8024
236	2489	8013
237	2501	8008
238	2513	8002
239	2525	7996
240	2532	7977
241	2538	7952
242	2543	7924
243	2555	7918
244	2567	7912
245	2578	7904
246	2590	7897
247	2601	7888
248	2611	7877
249	2624	7873
250	2636	7866
251	2648	7860
252	2659	7853
253	2671	7847
254	2679	7827
255	2691	7821
256	2703	7816
257	2711	7797
258	2718	7776
259	2729	7768
260	2741	7762
261	2750	7747
262	2759	7732
263	2769	7721
264	2781	7713
265	2793	7707
266	2804	7698
267	2810	7676
268	2822	7669
269	2834	7662
270	2845	7654
271	2851	7630
272	2862	7622
273	2872	7611
274	2884	7603
275	2892	7586
276	2904	7580
277	2912	7564
278	2920	7546
279	2932	7539
280	2943	7531
281	2949	7510
282	2959	7497
283	2971	7491
284	2983	7484
285	2995	7477
286	3007	7470
287	3017	7459
288	3029	7452
289	3041	7447
290	3050	7432
291	3062	7426
292	3075	7420
293	3088	7417
294	3101	7411
295	3115	7409
296	3130	7409
297	3142	7403
298	3154	7395
299	3167	7390
300	3182	7391
301	3195	7386
302	3208	7381
303	3220	7373
304	3228	7357
305	3236	7339
306	3248	7332
307	3259	7324
308	3271	7315
309	3279	7298
310	3285	7278
311	3297	7272
312	3305	7255
313	3317	7247
314	3329	7239
315	3340	7231
316	3352	7223
317	3364	7215
318	3370	7195
319	3382	7187
320	3388	7167
321	3396	7152
322	3408	7143
323	3420	7135
324	3426	7116
325	3432	7097
326	3444	7089
327	3452	7072
328	3459	7056
329	3468	7041
330	3479	7033
331	3488	7018
332	3499	7009
333	3509	6997
334	3521	6990
335	3529	6974
336	3535	6955
337	3544	6941
338	3553	6929
339	3565	6920
340	3576	6912
341	3588	6905
342	3595	6887
343	3607	6880
344	3620	6874
345	3640	6881
346	3655	6878
347	3670	6876
348	3688	6879
349	3701	6873
350	3715	6869
351	3722	6852
352	3742	6859
353	3756	6854
354	3771	6852
355	3785	6847
356	3797	6839
357	3810	6832
358	3821	6823
359	3835	6817
360	3846	6808
361	3858	6800
362	3865	6783
363	3876	6772
364	3888	6764
365	3898	6752
366	3906	6737
367	3917	6727
368	3929	6718
369	3940	6709
370	3952	6701
371	3964	6691
372	3975	6683
373	3985	6670
374	3996	6660
375	4002	6642
376	4012	6630
377	4024	6621
378	4035	6611
379	4046	6602
380	4054	6587
381	4065	6577
382	4075	6564
383	4085	6554
384	4096	6543
385	4107	6533
386	4118	6523
387	4130	6514
388	4141	6505
389	4149	6489
390	4155	6472
391	4167	6463
392	4179	6455
393	4190	6445
394	4202	6437
395	4210	6422
396	4221	6411
397	4229	6397
398	4235	6380
399	4247	6371
400	4253	6353
401	4265	6345
402	4271	6328
403	4283	6319
404	4289	6302
405	4301	6293
406	4313	6284
407	4321	6270
408	4333	6262
409	4340	6245
410	4352	6237
411	4363	6226
412	4375	6218
413	4387	6209
414	4399	6201
415	4411	6193
416	4423	6184
417	4430	6168
418	4438	6154
419	4446	6139
420	4454	6126
421	4461	6110
422	4473	6102
423	4485	6093
424	4493	6079
425	4505	6070
426	4516	6061
427	4523	6045
428	4531	6031
429	4543	6022
430	4553	6011
431	4564	6001
432	4572	5987
433	4584	5978
434	4591	5964
435	4603	5955
436	4616	5947
437	4628	5939
438	4641	5931
439	4653	5922
440	4662	5910
441	4674	5901
442	4686	5892
443	4698	5883
444	4710	5875
445	4723	5867
446	4736	5859
447	4748	5850
448	4760	5841
449	4772	5833
450	4785	5825
451	4799	5818
452	4811	5810
453	4825	5802
454	4838	5795
455	4846	5781
456	4859	5773
457	4872	5766
458	4881	5753
459	4894	5745
460	4906	5737
461	4919	5728
462	4931	5719
463	4939	5705
464	4951	5696
465	4963	5687
466	4975	5678
467	4986	5668
468	4995	5656
469	5003	5642
470	5012	5630
471	5025	5621
472	5036	5611
473	5047	5601
474	5059	5592
475	5066	5577
476	5072	5562
477	5081	5549
478	5093	5540
479	5099	5524
480	5109	5512
481	5120	5503
482	5131	5492
483	5142	5482
484	5151	5470
485	5163	5460
486	5172	5448
487	5181	5436
488	5193	5427
489	5202	5414
490	5212	5403
491	5224	5394
492	5234	5382
493	5246	5373
494	5252	5358
495	5262	5347
496	5274	5338
497	5280	5323
498	5291	5312
499	5301	5301
500	5313	5291
501	5323	5280
502	5333	5270
503	5344	5259
504	5355	5249
505	5367	5239
506	5378	5230
507	5386	5216
508	5394	5203
509	5405	5193
510	5411	5178
511	5423	5169
512	5435	5159
513	5447	5150
514	5459	5141
515	5471	5131
516	5479	5119
517	5491	5109
518	5503	5100
519	5513	5089
520	5522	5077
521	5530	5064
522	5542	5054
523	5553	5044
524	5559	5030
525	5571	5021
526	5578	5006
527	5589	4997
528	5601	4987
529	5613	4977
530	5620	4964
531	5629	4952
532	5641	4942
533	5652	4932
534	5664	4922
535	5675	4913
536	5685	4901
537	5696	4892
538	5708	4882
539	5720	4873
540	5732	4863
541	5745	4854
542	5757	4845
543	5769	4836
544	5782	4827
545	5794	4818
546	5806	4808
547	5814	4795
548	5822	4782
549	5833	4772
550	5845	4763
551	5851	4749
552	5863	4739
553	5875	4729
554	5882	4716
555	5894	4706
556	5906	4697
557	5917	4687
558	5929	4677
559	5940	4667
560	5952	4658
561	5963	4647
562	5975	4638
563	5986	4627
564	5998	4618
565	6010	4608
566	6022	4599
567	6032	4587
568	6044	4578
569	6053	4566
570	6064	4556
571	6075	4546
572	6087	4536
573	6098	4526
574	6105	4512
575	6116	4502
576	6128	4492
577	6134	4478
578	6146	4468
579	6152	4455
580	6163	4445
581	6175	4435
582	6185	4424
583	6197	4414
584	6203	4400
585	6215	4390
586	6222	4378
587	6234	4368
588	6245	4358
589	6255	4347
590	6267	4337
591	6278	4327
592	6290	4317
593	6299	4305
594	6311	4295
595	6316	4281
596	6327	4271
597	6339	4261
598	6351	4251
599	6362	4241
600	6374	4231
601	6386	4222
602	6398	4212
603	6408	4201
604	6419	4191
605	6429	4180
606	6441	4170
607	6452	4160
608	6459	4147
609	6471	4137
610	6480	4125
611	6491	4115
612	6503	4105
613	6510	4092
614	6521	4082
615	6532	4072
616	6539	4059
617	6551	4049
618	6558	4036
619	6567	4025
620	6574	4012
621	6586	4002
622	6598	3993
623	6610	3982
624	6621	3973
625	6633	3962
626	6643	3951
627	6649	3939
628	6658	3927
629	6670	3917
630	6680	3906
631	6692	3896
632	6703	3886
633	6710	3873
634	6720	3863
635	6732	3852
636	6742	3842
637	6750	3829
638	6761	3819
639	6768	3807
640	6777	3795
641	6788	3785
642	6796	3773
643	6808	3763
644	6816	3751
645	6828	3741
646	6835	3729
647	6847	3719
648	6859	3709
649	6870	3699
650	6882	3689
651	6894	3679
652	6906	3669
653	6913	3657
654	6925	3647
655	6935	3637
656	6945	3626
657	6957	3616
658	6966	3604
659	6978	3594
660	6983	3581
661	6995	3571
662	7003	3559
663	7014	3549
664	7026	3539
665	7032	3526
666	7043	3516
667	7051	3504
668	7063	3494
669	7069	3482
670	7077	3470
671	7088	3460
672	7100	3449
673	7107	3437
674	7115	3425
675	7127	3415
676	7135	3404
677	7147	3394
678	7156	3383
679	7164	3371
680	7174	3360
681	7182	3349
682	7190	3337
683	7202	3327
684	7213	3317
685	7225	3307
686	7232	3295
687	7241	3284
688	7249	3272
689	7255	3259
690	7266	3249
691	7276	3238
692	7287	3228
693	7299	3218
694	7306	3206
695	7317	3196
696	7324	3183
697	7335	3173
698	7343	3162
699	7354	3152
700	7364	3141
701	7376	3131
702	7382	3118
703	7394	3108
704	7405	3098
705	7417	3088
706	7423	3076
707	7435	3066
708	7441	3054
709	7452	3043
710	7463	3033
711	7474	3023
712	7486	3013
713	7498	3003
714	7509	2993
715	7521	2983
716	7530	2972
717	7540	2961
718	7546	2949
719	7558	2939
720	7570	2929
721	7580	2918
722	7589	2907
723	7600	2897
724	7607	2885
725	7619	2875
726	7625	2863
727	7637	2853
728	7647	2842
729	7658	2832
730	7664	2820
731	7676	2810
732	7682	2798
733	7694	2788
734	7705	2778
735	7715	2767
736	7727	2757
737	7733	2745
738	7744	2735
739	7756	2725
740	7768	2715
741	7775	2703
742	7783	2692
743	7795	2682
744	7807	2672
745	7818	2662
746	7829	2651
747	7841	2641
748	7849	2630
749	7860	2620
750	7873	2610
751	7885	2600
752	7897	2590
753	7909	2580
754	7921	2570
755	7933	2560
756	7942	2549
757	7954	2539
758	7965	2529
759	7974	2518
760	7981	2506
761	7989	2495
762	8001	2485
763	8012	2475
764	8024	2465
765	8037	2455
766	8049	2445
767	8059	2434
768	8071	2424
769	8084	2414
770	8096	2404
771	8108	2394
772	8120	2384
773	8132	2374
774	8144	2364
775	8157	2354
776	8169	2344
777	8181	2334
778	8192	2324
779	8205	2314
780	8213	2303
781	8225	2292
782	8236	2282
783	8248	2272
784	8259	2262
785	8271	2252
786	8283	2241
787	8294	2231
788	8300	2219
789	8312	2209
790	8320	2198
791	8332	2188
792	8342	2177
793	8354	2167
794	8362	2156
795	8374	2146
796	8383	2135
797	8390	2124
798	8400	2113
799	8410	2102
800	8422	2092
801	8434	2082
802	8445	2072
803	8454	2061
804	8466	2050
805	8473	2039
806	8483	2028
807	8490	2017
808	8501	2007
809	8510	1996
810	8521	1985
811	8529	1974
812	8535	1963
813	8541	1951
814	8552	1941
815	8564	1931
816	8570	1919
817	8582	1909
818	8589	1898
819	8599	1887
820	8606	1876
821	8618	1866
822	8626	1855
823	8634	1844
824	8645	1833
825	8654	1823
826	8661	1811
827	8670	1801
828	8677	1789
829	8687	1779
830	8699	1769
831	8708	1758
832	8714	1747
833	8726	1736
834	8733	1725
835	8744	1715
836	8755	1705
837	8766	1694
838	8773	1683
839	8784	1673
840	8793	1662
841	8799	1651
842	8809	1640
843	8821	1630
844	8833	1620
845	8842	1609
846	8852	1599
847	8859	1588
848	8869	1577
849	8877	1566
850	8886	1555
851	8894	1545
852	8906	1534
853	8919	1524
854	8930	1514
855	8940	1504
856	8952	1493
857	8964	1483
858	8971	1472
859	8981	1462
860	8991	1451
861	9002	1441
862	9013	1430
863	9024	1420
864	9031	1409
865	9044	1399
866	9051	1388
867	9063	1378
868	9075	1368
869	9087	1357
870	9099	1347
871	9107	1336
872	9119	1326
873	9131	1316
874	9143	1306
875	9154	1295
876	9163	1285
877	9175	1274
878	9188	1264
879	9201	1254
880	9212	1244
881	9225	1234
882	9239	1224
883	9251	1213
884	9263	1203
885	9275	1193
886	9281	1182
887	9287	1171
888	9299	1161
889	9309	1150
890	9320	1140
891	9331	1129
892	9342	1119
893	9353	1109
894	9364	1098
895	9373	1088
896	9384	1077
897	9394	1067
898	9405	1056
899	9413	1045
900	9419	1035
901	9431	1024
902	9441	1014
903	9452	1003
904	9464	993
905	9470	982
906	9479	971
907	9490	961
908	9501	951
909	9507	940
910	9519	929
911	9530	919
912	9538	908
913	9548	898
914	9560	888
915	9571	877
916	9583	867
917	9590	856
918	9602	846
919	9611	835
920	9621	825
921	9629	814
922	9640	804
923	9652	793
924	9661	783
925	9671	772
926	9678	762
927	9689	751
928	9701	741
929	9711	730
930	9723	720
931	9734	710
932	9741	699
933	9747	688
934	9754	678
935	9765	667
936	9775	657
937	9787	646
938	9799	636
939	9810	626
940	9822	615
941	9832	605
942	9843	595
943	9850	584
944	9856	573
945	9864	563
946	9872	552
947	9884	542
948	9895	531
949	9906	521
950	9918	511
951	9929	500
952	9941	490
953	9951	479
954	9962	469
955	9970	458
956	9978	448
957	9989	437
958	9999	427
959	10011	417
960	10018	406
961	10027	396
962	10039	385
963	10052	375
964	10062	364
965	10073	354
966	10084	344
967	10094	333
968	10106	323
969	10116	312
970	10127	302
971	10133	291
972	10144	281
973	10156	271
974	10167	260
975	10174	250
976	10185	239
977	10196	229
978	10208	218
979	10215	208
980	10221	197
981	10227	187
982	10235	177
983	10245	166
984	10252	156
985	10264	145
986	10276	135
987	10287	124
988	10297	114
989	10304	104
990	10316	93
991	10327	83
992	10339	72
993	10349	62
994	10361	52
995	10373	41
996	10388	31
997	10400	20
998	10413	10
999	10430	0
