iter	Passed	Remaining
0	11	11175
1	22	11237
2	33	11278
3	41	10245
4	48	9649
5	59	9924
6	71	10172
7	78	9672
8	89	9865
9	100	9987
10	110	9964
11	122	10092
12	132	10071
13	144	10167
14	156	10272
15	160	9890
16	172	9995
17	181	9928
18	193	9987
19	205	10054
20	213	9975
21	225	10003
22	236	10063
23	243	9896
24	254	9929
25	265	9962
26	277	10008
27	288	10030
28	297	9969
29	309	10007
30	320	10012
31	331	10042
32	343	10069
33	353	10045
34	365	10080
35	377	10108
36	389	10126
37	400	10132
38	412	10161
39	423	10169
40	435	10179
41	446	10193
42	458	10202
43	464	10096
44	475	10100
45	486	10097
46	498	10102
47	510	10120
48	521	10127
49	533	10132
50	542	10095
51	553	10098
52	565	10103
53	576	10101
54	588	10103
55	599	10109
56	610	10104
57	622	10115
58	635	10131
59	642	10070
60	655	10085
61	667	10092
62	679	10100
63	690	10100
64	701	10094
65	709	10037
66	720	10039
67	727	9964
68	737	9947
69	743	9877
70	755	9881
71	766	9880
72	775	9843
73	781	9783
74	791	9766
75	803	9768
76	811	9732
77	823	9738
78	831	9691
79	838	9644
80	850	9648
81	861	9647
82	873	9645
83	879	9588
84	890	9588
85	902	9590
86	913	9586
87	925	9587
88	936	9587
89	947	9585
90	959	9586
91	966	9535
92	972	9483
93	983	9483
94	990	9433
95	996	9384
96	1008	9384
97	1020	9388
98	1026	9340
99	1033	9305
100	1045	9304
101	1057	9308
102	1069	9311
103	1079	9297
104	1085	9254
105	1094	9230
106	1106	9230
107	1117	9229
108	1127	9219
109	1139	9220
110	1151	9219
111	1161	9209
112	1173	9210
113	1184	9207
114	1196	9206
115	1203	9174
116	1211	9141
117	1220	9121
118	1229	9101
119	1241	9102
120	1252	9100
121	1264	9101
122	1273	9080
123	1281	9049
124	1291	9039
125	1302	9035
126	1314	9034
127	1326	9035
128	1337	9032
129	1349	9030
130	1360	9027
131	1371	9015
132	1382	9010
133	1392	8999
134	1404	8997
135	1415	8995
136	1427	8994
137	1439	8991
138	1450	8986
139	1462	8984
140	1473	8978
141	1480	8942
142	1491	8938
143	1497	8902
144	1509	8899
145	1521	8896
146	1530	8881
147	1536	8846
148	1548	8844
149	1560	8842
150	1571	8838
151	1578	8806
152	1588	8795
153	1600	8791
154	1612	8788
155	1623	8783
156	1630	8753
157	1641	8747
158	1651	8736
159	1663	8732
160	1673	8719
161	1679	8687
162	1689	8675
163	1700	8669
164	1712	8664
165	1723	8658
166	1734	8653
167	1742	8629
168	1748	8598
169	1759	8592
170	1771	8587
171	1781	8574
172	1792	8569
173	1804	8566
174	1811	8541
175	1823	8536
176	1830	8513
177	1839	8495
178	1851	8490
179	1862	8484
180	1874	8480
181	1881	8457
182	1892	8450
183	1904	8445
184	1915	8438
185	1924	8420
186	1935	8415
187	1946	8409
188	1958	8403
189	1969	8398
190	1977	8374
191	1988	8369
192	2000	8362
193	2011	8356
194	2017	8329
195	2028	8322
196	2035	8297
197	2046	8291
198	2058	8285
199	2065	8262
200	2075	8251
201	2081	8224
202	2093	8219
203	2100	8197
204	2112	8191
205	2123	8184
206	2134	8177
207	2146	8171
208	2157	8165
209	2168	8159
210	2175	8134
211	2187	8129
212	2198	8123
213	2209	8113
214	2220	8107
215	2230	8095
216	2241	8089
217	2249	8068
218	2260	8062
219	2268	8043
220	2277	8027
221	2287	8014
222	2293	7991
223	2299	7966
224	2305	7942
225	2317	7935
226	2324	7915
227	2335	7907
228	2346	7900
229	2357	7893
230	2362	7866
231	2374	7860
232	2385	7853
233	2392	7830
234	2402	7822
235	2414	7815
236	2422	7799
237	2430	7780
238	2441	7775
239	2453	7768
240	2459	7746
241	2469	7736
242	2477	7717
243	2488	7710
244	2498	7699
245	2508	7689
246	2520	7683
247	2526	7661
248	2534	7643
249	2541	7624
250	2549	7607
251	2560	7600
252	2567	7581
253	2579	7576
254	2585	7554
255	2597	7547
256	2608	7540
257	2619	7534
258	2631	7527
259	2638	7508
260	2649	7502
261	2661	7496
262	2668	7477
263	2677	7463
264	2686	7449
265	2696	7440
266	2707	7433
267	2718	7426
268	2728	7415
269	2734	7393
270	2744	7381
271	2755	7375
272	2766	7366
273	2776	7357
274	2783	7337
275	2790	7319
276	2801	7313
277	2813	7306
278	2820	7289
279	2831	7282
280	2843	7274
281	2854	7267
282	2865	7260
283	2876	7250
284	2882	7231
285	2893	7224
286	2905	7217
287	2915	7208
288	2925	7197
289	2932	7180
290	2943	7170
291	2954	7163
292	2965	7156
293	2977	7149
294	2984	7132
295	2994	7122
296	3005	7115
297	3017	7107
298	3028	7100
299	3039	7092
300	3051	7085
301	3062	7078
302	3073	7071
303	3085	7064
304	3095	7053
305	3106	7044
306	3117	7037
307	3126	7023
308	3137	7016
309	3143	6997
310	3154	6987
311	3165	6980
312	3176	6972
313	3188	6965
314	3195	6948
315	3202	6932
316	3209	6914
317	3215	6895
318	3221	6877
319	3228	6861
320	3234	6842
321	3246	6835
322	3253	6819
323	3264	6811
324	3274	6801
325	3282	6786
326	3290	6771
327	3299	6760
328	3307	6745
329	3314	6730
330	3322	6715
331	3333	6706
332	3344	6699
333	3350	6681
334	3362	6674
335	3369	6659
336	3377	6644
337	3386	6632
338	3395	6620
339	3401	6603
340	3412	6595
341	3424	6588
342	3431	6573
343	3443	6566
344	3454	6559
345	3466	6552
346	3478	6546
347	3489	6537
348	3500	6529
349	3507	6513
350	3513	6497
351	3521	6483
352	3528	6466
353	3539	6458
354	3550	6450
355	3556	6434
356	3568	6426
357	3579	6419
358	3589	6409
359	3601	6402
360	3612	6394
361	3622	6384
362	3634	6377
363	3646	6370
364	3657	6362
365	3669	6355
366	3675	6339
367	3686	6331
368	3692	6314
369	3704	6307
370	3715	6299
